Group1: strain_1|MBOGGBJL_00270 strain_1|MBOGGBJL_00480 strain_1|MBOGGBJL_03108 strain_1|MBOGGBJL_03641 strain_1|MBOGGBJL_01180 strain_1|MBOGGBJL_00408 strain_1|MBOGGBJL_03801 strain_1|MBOGGBJL_03173 strain_1|MBOGGBJL_03052 strain_1|MBOGGBJL_00467 strain_1|MBOGGBJL_02937 strain_1|MBOGGBJL_01854 strain_1|MBOGGBJL_00657 strain_1|MBOGGBJL_01998 strain_1|MBOGGBJL_03527 strain_1|MBOGGBJL_03715 strain_1|MBOGGBJL_01980 strain_1|MBOGGBJL_03528 strain_1|MBOGGBJL_01997 strain_1|MBOGGBJL_02828
Group2: strain_1|MBOGGBJL_00606 strain_1|MBOGGBJL_02577 strain_2|NIKFMFAN_03928 strain_2|NIKFMFAN_04079
Group3: strain_1|MBOGGBJL_03996 strain_1|MBOGGBJL_04008 strain_1|MBOGGBJL_04007 strain_2|NIKFMFAN_04061
Group4: strain_2|NIKFMFAN_02317 strain_2|NIKFMFAN_02336 strain_1|MBOGGBJL_03521
Group5: strain_2|NIKFMFAN_03620 strain_2|NIKFMFAN_04136 strain_1|MBOGGBJL_01329
Group6: strain_2|NIKFMFAN_03936 strain_2|NIKFMFAN_04016 strain_1|MBOGGBJL_00598
Group7: strain_1|MBOGGBJL_00576 strain_1|MBOGGBJL_02556 strain_2|NIKFMFAN_02850
Group8: strain_1|MBOGGBJL_00578 strain_1|MBOGGBJL_02558 strain_2|NIKFMFAN_02851
Group9: strain_1|MBOGGBJL_00579 strain_1|MBOGGBJL_02559 strain_2|NIKFMFAN_02852
Group10: strain_1|MBOGGBJL_00586 strain_1|MBOGGBJL_02562 strain_2|NIKFMFAN_02855
Group11: strain_1|MBOGGBJL_00588 strain_1|MBOGGBJL_02565 strain_2|NIKFMFAN_02857
Group12: strain_1|MBOGGBJL_01413 strain_1|MBOGGBJL_01414 strain_2|NIKFMFAN_01580
Group13: strain_1|MBOGGBJL_01893 strain_1|MBOGGBJL_01894 strain_2|NIKFMFAN_03248
Group14: strain_1|MBOGGBJL_02830 strain_1|MBOGGBJL_02833 strain_2|NIKFMFAN_04118
Group15: strain_1|MBOGGBJL_04010 strain_1|MBOGGBJL_04011 strain_2|NIKFMFAN_04058
Group16: strain_1|MBOGGBJL_00611 strain_1|MBOGGBJL_02582 strain_2|NIKFMFAN_04033
Group17: strain_1|MBOGGBJL_00407 strain_2|NIKFMFAN_01223 strain_1|MBOGGBJL_00409
Group18: strain_1|MBOGGBJL_02849 strain_2|NIKFMFAN_02989 strain_2|NIKFMFAN_02988
Group19: strain_2|NIKFMFAN_03939 strain_2|NIKFMFAN_04018
Group2251: strain_1|MBOGGBJL_02368 strain_2|NIKFMFAN_00029
Group2252: strain_1|MBOGGBJL_02369 strain_2|NIKFMFAN_00030
Group2253: strain_1|MBOGGBJL_02370 strain_2|NIKFMFAN_00031
Group2254: strain_1|MBOGGBJL_02371 strain_2|NIKFMFAN_00032
Group2255: strain_1|MBOGGBJL_02372 strain_2|NIKFMFAN_00033
Group2256: strain_1|MBOGGBJL_02373 strain_2|NIKFMFAN_00034
Group2257: strain_1|MBOGGBJL_02374 strain_2|NIKFMFAN_00035
Group2258: strain_1|MBOGGBJL_02375 strain_2|NIKFMFAN_00036
Group2259: strain_1|MBOGGBJL_02376 strain_2|NIKFMFAN_00037
Group2260: strain_1|MBOGGBJL_02377 strain_2|NIKFMFAN_00038
Group2261: strain_1|MBOGGBJL_02378 strain_2|NIKFMFAN_00042
Group2262: strain_1|MBOGGBJL_02379 strain_2|NIKFMFAN_00043
Group2263: strain_1|MBOGGBJL_02380 strain_2|NIKFMFAN_00044
Group2264: strain_1|MBOGGBJL_02381 strain_2|NIKFMFAN_00045
Group2265: strain_1|MBOGGBJL_02382 strain_2|NIKFMFAN_00046
Group2266: strain_1|MBOGGBJL_02383 strain_2|NIKFMFAN_00047
Group2267: strain_1|MBOGGBJL_02384 strain_2|NIKFMFAN_00048
Group2268: strain_1|MBOGGBJL_02385 strain_2|NIKFMFAN_00049
Group2269: strain_1|MBOGGBJL_02386 strain_2|NIKFMFAN_00050
Group2270: strain_1|MBOGGBJL_02387 strain_2|NIKFMFAN_00051
Group2271: strain_1|MBOGGBJL_02388 strain_2|NIKFMFAN_00052
Group2272: strain_1|MBOGGBJL_02389 strain_2|NIKFMFAN_00053
Group2273: strain_1|MBOGGBJL_02390 strain_2|NIKFMFAN_00054
Group2274: strain_1|MBOGGBJL_02391 strain_2|NIKFMFAN_00055
Group2275: strain_1|MBOGGBJL_02392 strain_2|NIKFMFAN_00056
Group2276: strain_1|MBOGGBJL_02393 strain_2|NIKFMFAN_00057
Group2277: strain_1|MBOGGBJL_02394 strain_2|NIKFMFAN_00058
Group2278: strain_1|MBOGGBJL_02395 strain_2|NIKFMFAN_00059
Group2279: strain_1|MBOGGBJL_02396 strain_2|NIKFMFAN_00060
Group2280: strain_1|MBOGGBJL_02397 strain_2|NIKFMFAN_00061
Group2281: strain_1|MBOGGBJL_02398 strain_2|NIKFMFAN_00062
Group2282: strain_1|MBOGGBJL_02399 strain_2|NIKFMFAN_00063
Group2283: strain_1|MBOGGBJL_02400 strain_2|NIKFMFAN_00064
Group2284: strain_1|MBOGGBJL_02401 strain_2|NIKFMFAN_00065
Group2285: strain_1|MBOGGBJL_02402 strain_2|NIKFMFAN_00066
Group2286: strain_1|MBOGGBJL_02403 strain_2|NIKFMFAN_00067
Group2287: strain_1|MBOGGBJL_02404 strain_2|NIKFMFAN_00068
Group2288: strain_1|MBOGGBJL_02405 strain_2|NIKFMFAN_00069
Group2289: strain_1|MBOGGBJL_02406 strain_2|NIKFMFAN_00070
Group2290: strain_1|MBOGGBJL_02407 strain_2|NIKFMFAN_00071
Group2291: strain_1|MBOGGBJL_02408 strain_2|NIKFMFAN_00072
Group2292: strain_1|MBOGGBJL_02409 strain_2|NIKFMFAN_00073
Group2293: strain_1|MBOGGBJL_02410 strain_2|NIKFMFAN_00074
Group2294: strain_1|MBOGGBJL_02411 strain_2|NIKFMFAN_00075
Group2295: strain_1|MBOGGBJL_02412 strain_2|NIKFMFAN_00076
Group2296: strain_1|MBOGGBJL_02413 strain_2|NIKFMFAN_00077
Group2297: strain_1|MBOGGBJL_02414 strain_2|NIKFMFAN_00078
Group2298: strain_1|MBOGGBJL_02415 strain_2|NIKFMFAN_00079
Group2299: strain_1|MBOGGBJL_02416 strain_2|NIKFMFAN_00080
Group2300: strain_1|MBOGGBJL_02417 strain_2|NIKFMFAN_00081
Group2301: strain_1|MBOGGBJL_02418 strain_2|NIKFMFAN_00082
Group2302: strain_1|MBOGGBJL_02419 strain_2|NIKFMFAN_00083
Group2303: strain_1|MBOGGBJL_02420 strain_2|NIKFMFAN_00084
Group2304: strain_1|MBOGGBJL_02421 strain_2|NIKFMFAN_00085
Group2305: strain_1|MBOGGBJL_02422 strain_2|NIKFMFAN_00086
Group2306: strain_1|MBOGGBJL_02423 strain_2|NIKFMFAN_00087
Group2307: strain_1|MBOGGBJL_02424 strain_2|NIKFMFAN_00088
Group2308: strain_1|MBOGGBJL_02425 strain_2|NIKFMFAN_00089
Group2309: strain_1|MBOGGBJL_02426 strain_2|NIKFMFAN_00090
Group2310: strain_1|MBOGGBJL_02427 strain_2|NIKFMFAN_00091
Group2311: strain_1|MBOGGBJL_02428 strain_2|NIKFMFAN_00092
Group2312: strain_1|MBOGGBJL_02429 strain_2|NIKFMFAN_00093
Group2313: strain_1|MBOGGBJL_02430 strain_2|NIKFMFAN_00094
Group2314: strain_1|MBOGGBJL_02431 strain_2|NIKFMFAN_00095
Group2315: strain_1|MBOGGBJL_02432 strain_2|NIKFMFAN_00096
Group2316: strain_1|MBOGGBJL_02433 strain_2|NIKFMFAN_00097
Group2317: strain_1|MBOGGBJL_02434 strain_2|NIKFMFAN_00098
Group2318: strain_1|MBOGGBJL_02435 strain_2|NIKFMFAN_00099
Group2319: strain_1|MBOGGBJL_02436 strain_2|NIKFMFAN_00100
Group2320: strain_1|MBOGGBJL_02437 strain_2|NIKFMFAN_00101
Group2321: strain_1|MBOGGBJL_02438 strain_2|NIKFMFAN_00102
Group2322: strain_1|MBOGGBJL_02439 strain_2|NIKFMFAN_00103
Group2323: strain_1|MBOGGBJL_02440 strain_2|NIKFMFAN_00104
Group2324: strain_1|MBOGGBJL_02441 strain_2|NIKFMFAN_00105
Group2325: strain_1|MBOGGBJL_02442 strain_2|NIKFMFAN_00106
Group2326: strain_1|MBOGGBJL_02443 strain_2|NIKFMFAN_00107
Group2327: strain_1|MBOGGBJL_02444 strain_2|NIKFMFAN_00108
Group2328: strain_1|MBOGGBJL_02445 strain_2|NIKFMFAN_00109
Group2329: strain_1|MBOGGBJL_02446 strain_2|NIKFMFAN_00110
Group2330: strain_1|MBOGGBJL_02447 strain_2|NIKFMFAN_00111
Group2331: strain_1|MBOGGBJL_02448 strain_2|NIKFMFAN_00112
Group2332: strain_1|MBOGGBJL_02449 strain_2|NIKFMFAN_00113
Group2333: strain_1|MBOGGBJL_02450 strain_2|NIKFMFAN_00114
Group2334: strain_1|MBOGGBJL_02451 strain_2|NIKFMFAN_00115
Group2335: strain_1|MBOGGBJL_02452 strain_2|NIKFMFAN_00116
Group2336: strain_1|MBOGGBJL_02453 strain_2|NIKFMFAN_00117
Group2337: strain_1|MBOGGBJL_02454 strain_2|NIKFMFAN_00118
Group2338: strain_1|MBOGGBJL_02455 strain_2|NIKFMFAN_00119
Group2339: strain_1|MBOGGBJL_02456 strain_2|NIKFMFAN_00120
Group2340: strain_1|MBOGGBJL_02457 strain_2|NIKFMFAN_00121
Group2341: strain_1|MBOGGBJL_02458 strain_2|NIKFMFAN_00122
Group2342: strain_1|MBOGGBJL_02459 strain_2|NIKFMFAN_00123
Group2343: strain_1|MBOGGBJL_02460 strain_2|NIKFMFAN_00124
Group2344: strain_1|MBOGGBJL_02461 strain_2|NIKFMFAN_00125
Group2345: strain_1|MBOGGBJL_02462 strain_2|NIKFMFAN_00126
Group2346: strain_1|MBOGGBJL_02463 strain_2|NIKFMFAN_00127
Group2347: strain_1|MBOGGBJL_02464 strain_2|NIKFMFAN_00128
Group2348: strain_1|MBOGGBJL_02466 strain_2|NIKFMFAN_00130
Group2349: strain_1|MBOGGBJL_02467 strain_2|NIKFMFAN_00131
Group2350: strain_1|MBOGGBJL_02468 strain_2|NIKFMFAN_00132
Group2351: strain_1|MBOGGBJL_02469 strain_2|NIKFMFAN_00133
Group2352: strain_1|MBOGGBJL_02470 strain_2|NIKFMFAN_00134
Group2353: strain_1|MBOGGBJL_02471 strain_2|NIKFMFAN_00135
Group2354: strain_1|MBOGGBJL_02472 strain_2|NIKFMFAN_00136
Group2355: strain_1|MBOGGBJL_02473 strain_2|NIKFMFAN_00137
Group2356: strain_1|MBOGGBJL_02474 strain_2|NIKFMFAN_00138
Group2357: strain_1|MBOGGBJL_02475 strain_2|NIKFMFAN_00139
Group2358: strain_1|MBOGGBJL_02476 strain_2|NIKFMFAN_00140
Group2359: strain_1|MBOGGBJL_02477 strain_2|NIKFMFAN_00141
Group2360: strain_1|MBOGGBJL_02478 strain_2|NIKFMFAN_00142
Group2361: strain_1|MBOGGBJL_02479 strain_2|NIKFMFAN_00143
Group2362: strain_1|MBOGGBJL_02480 strain_2|NIKFMFAN_00144
Group2363: strain_1|MBOGGBJL_02481 strain_2|NIKFMFAN_00145
Group2364: strain_1|MBOGGBJL_02482 strain_2|NIKFMFAN_00146
Group2365: strain_1|MBOGGBJL_02483 strain_2|NIKFMFAN_00147
Group2366: strain_1|MBOGGBJL_02485 strain_2|NIKFMFAN_03537
Group2367: strain_1|MBOGGBJL_02489 strain_2|NIKFMFAN_03541
Group2368: strain_1|MBOGGBJL_02490 strain_2|NIKFMFAN_03542
Group2369: strain_1|MBOGGBJL_02491 strain_2|NIKFMFAN_03543
Group2370: strain_1|MBOGGBJL_02492 strain_2|NIKFMFAN_03544
Group2371: strain_1|MBOGGBJL_02493 strain_2|NIKFMFAN_03545
Group2372: strain_1|MBOGGBJL_02494 strain_2|NIKFMFAN_03546
Group2373: strain_1|MBOGGBJL_02495 strain_2|NIKFMFAN_03547
Group2374: strain_1|MBOGGBJL_02496 strain_2|NIKFMFAN_03548
Group2375: strain_1|MBOGGBJL_02497 strain_2|NIKFMFAN_03549
Group2376: strain_1|MBOGGBJL_02498 strain_2|NIKFMFAN_03550
Group2377: strain_1|MBOGGBJL_02499 strain_2|NIKFMFAN_03551
Group2378: strain_1|MBOGGBJL_02500 strain_2|NIKFMFAN_03552
Group2379: strain_1|MBOGGBJL_02501 strain_2|NIKFMFAN_03553
Group2380: strain_1|MBOGGBJL_02502 strain_2|NIKFMFAN_03554
Group2381: strain_1|MBOGGBJL_02503 strain_2|NIKFMFAN_03555
Group2382: strain_1|MBOGGBJL_02505 strain_2|NIKFMFAN_03557
Group2383: strain_1|MBOGGBJL_02506 strain_2|NIKFMFAN_03558
Group2384: strain_1|MBOGGBJL_02507 strain_2|NIKFMFAN_03559
Group2385: strain_1|MBOGGBJL_02508 strain_2|NIKFMFAN_03560
Group2386: strain_1|MBOGGBJL_02509 strain_2|NIKFMFAN_03561
Group2387: strain_1|MBOGGBJL_02510 strain_2|NIKFMFAN_03562
Group2388: strain_1|MBOGGBJL_02511 strain_2|NIKFMFAN_03563
Group2389: strain_1|MBOGGBJL_02512 strain_2|NIKFMFAN_03564
Group2390: strain_1|MBOGGBJL_02514 strain_2|NIKFMFAN_03566
Group2391: strain_1|MBOGGBJL_02515 strain_2|NIKFMFAN_03567
Group2392: strain_1|MBOGGBJL_02516 strain_2|NIKFMFAN_03568
Group2393: strain_1|MBOGGBJL_02517 strain_2|NIKFMFAN_03569
Group2394: strain_1|MBOGGBJL_02518 strain_2|NIKFMFAN_03570
Group2395: strain_1|MBOGGBJL_02519 strain_2|NIKFMFAN_03571
Group2396: strain_1|MBOGGBJL_02520 strain_2|NIKFMFAN_03572
Group2397: strain_1|MBOGGBJL_02521 strain_2|NIKFMFAN_03573
Group2398: strain_1|MBOGGBJL_02522 strain_2|NIKFMFAN_03574
Group2399: strain_1|MBOGGBJL_02523 strain_2|NIKFMFAN_03575
Group2400: strain_1|MBOGGBJL_02524 strain_2|NIKFMFAN_03576
Group2401: strain_1|MBOGGBJL_02525 strain_2|NIKFMFAN_03577
Group2402: strain_1|MBOGGBJL_02526 strain_2|NIKFMFAN_03578
Group2403: strain_1|MBOGGBJL_02527 strain_2|NIKFMFAN_03579
Group2404: strain_1|MBOGGBJL_02528 strain_2|NIKFMFAN_03580
Group2405: strain_1|MBOGGBJL_02529 strain_2|NIKFMFAN_03581
Group2406: strain_1|MBOGGBJL_02530 strain_2|NIKFMFAN_03582
Group2407: strain_1|MBOGGBJL_02531 strain_2|NIKFMFAN_03583
Group2408: strain_1|MBOGGBJL_02532 strain_2|NIKFMFAN_03584
Group2409: strain_1|MBOGGBJL_02533 strain_2|NIKFMFAN_03585
Group2410: strain_1|MBOGGBJL_02534 strain_2|NIKFMFAN_03586
Group2411: strain_1|MBOGGBJL_02535 strain_2|NIKFMFAN_03587
Group2412: strain_1|MBOGGBJL_02536 strain_2|NIKFMFAN_03588
Group2413: strain_1|MBOGGBJL_02537 strain_2|NIKFMFAN_03589
Group2414: strain_1|MBOGGBJL_02538 strain_2|NIKFMFAN_03590
Group2415: strain_1|MBOGGBJL_02539 strain_2|NIKFMFAN_03591
Group2416: strain_1|MBOGGBJL_02540 strain_2|NIKFMFAN_03592
Group2417: strain_1|MBOGGBJL_02541 strain_2|NIKFMFAN_03593
Group2418: strain_1|MBOGGBJL_02542 strain_2|NIKFMFAN_03594
Group2419: strain_1|MBOGGBJL_02543 strain_2|NIKFMFAN_03595
Group2420: strain_1|MBOGGBJL_02544 strain_2|NIKFMFAN_03596
Group2421: strain_1|MBOGGBJL_02545 strain_2|NIKFMFAN_03597
Group2422: strain_1|MBOGGBJL_02546 strain_2|NIKFMFAN_03598
Group2423: strain_1|MBOGGBJL_02547 strain_2|NIKFMFAN_03599
Group2424: strain_1|MBOGGBJL_02548 strain_2|NIKFMFAN_03600
Group2425: strain_1|MBOGGBJL_02549 strain_2|NIKFMFAN_03601
Group2426: strain_1|MBOGGBJL_02550 strain_2|NIKFMFAN_03602
Group2427: strain_1|MBOGGBJL_02551 strain_2|NIKFMFAN_03603
Group2428: strain_1|MBOGGBJL_02552 strain_2|NIKFMFAN_03604
Group2429: strain_1|MBOGGBJL_02553 strain_2|NIKFMFAN_03605
Group2430: strain_1|MBOGGBJL_02554 strain_2|NIKFMFAN_03606
Group2431: strain_1|MBOGGBJL_02560 strain_2|NIKFMFAN_02853
Group2432: strain_1|MBOGGBJL_02561 strain_2|NIKFMFAN_02854
Group2433: strain_1|MBOGGBJL_02563 strain_2|NIKFMFAN_02856
Group2434: strain_1|MBOGGBJL_02566 strain_2|NIKFMFAN_02858
Group2435: strain_1|MBOGGBJL_02568 strain_2|NIKFMFAN_04021
Group2436: strain_1|MBOGGBJL_02569 strain_2|NIKFMFAN_04020
Group2437: strain_1|MBOGGBJL_02572 strain_2|NIKFMFAN_04017
Group2438: strain_1|MBOGGBJL_02574 strain_2|NIKFMFAN_04015
Group2439: strain_1|MBOGGBJL_02575 strain_2|NIKFMFAN_04014
Group2440: strain_1|MBOGGBJL_02576 strain_2|NIKFMFAN_04013
Group2441: strain_1|MBOGGBJL_02578 strain_2|NIKFMFAN_04080
Group2442: strain_1|MBOGGBJL_02579 strain_2|NIKFMFAN_04081
Group2443: strain_1|MBOGGBJL_02581 strain_2|NIKFMFAN_04101
Group2444: strain_1|MBOGGBJL_02583 strain_2|NIKFMFAN_04032
Group2445: strain_1|MBOGGBJL_02584 strain_2|NIKFMFAN_04031
Group2446: strain_1|MBOGGBJL_02585 strain_2|NIKFMFAN_04030
Group2447: strain_1|MBOGGBJL_02586 strain_2|NIKFMFAN_04029
Group2448: strain_1|MBOGGBJL_02587 strain_2|NIKFMFAN_04028
Group2449: strain_1|MBOGGBJL_02588 strain_2|NIKFMFAN_04027
Group2450: strain_1|MBOGGBJL_02589 strain_2|NIKFMFAN_04026
Group2451: strain_1|MBOGGBJL_02590 strain_2|NIKFMFAN_04025
Group2452: strain_1|MBOGGBJL_02591 strain_2|NIKFMFAN_04024
Group2453: strain_1|MBOGGBJL_02592 strain_2|NIKFMFAN_04023
Group2454: strain_1|MBOGGBJL_02593 strain_2|NIKFMFAN_04022
Group2455: strain_1|MBOGGBJL_02597 strain_2|NIKFMFAN_02003
Group2456: strain_1|MBOGGBJL_02598 strain_2|NIKFMFAN_02004
Group2457: strain_1|MBOGGBJL_02599 strain_2|NIKFMFAN_02005
Group2458: strain_1|MBOGGBJL_02600 strain_2|NIKFMFAN_02006
Group2459: strain_1|MBOGGBJL_02601 strain_2|NIKFMFAN_02007
Group2460: strain_1|MBOGGBJL_02602 strain_2|NIKFMFAN_02008
Group2461: strain_1|MBOGGBJL_02603 strain_2|NIKFMFAN_02009
Group2462: strain_1|MBOGGBJL_02604 strain_2|NIKFMFAN_02010
Group2463: strain_1|MBOGGBJL_02605 strain_2|NIKFMFAN_02011
Group2464: strain_1|MBOGGBJL_02606 strain_2|NIKFMFAN_02012
Group2465: strain_1|MBOGGBJL_02607 strain_2|NIKFMFAN_02013
Group2466: strain_1|MBOGGBJL_02608 strain_2|NIKFMFAN_02014
Group2467: strain_1|MBOGGBJL_02609 strain_2|NIKFMFAN_02015
Group2468: strain_1|MBOGGBJL_02610 strain_2|NIKFMFAN_02016
Group2469: strain_1|MBOGGBJL_02611 strain_2|NIKFMFAN_02017
Group2470: strain_1|MBOGGBJL_02612 strain_2|NIKFMFAN_02018
Group2471: strain_1|MBOGGBJL_02613 strain_2|NIKFMFAN_02019
Group2472: strain_1|MBOGGBJL_02614 strain_2|NIKFMFAN_02020
Group2473: strain_1|MBOGGBJL_02615 strain_2|NIKFMFAN_02021
Group2474: strain_1|MBOGGBJL_02616 strain_2|NIKFMFAN_02022
Group2475: strain_1|MBOGGBJL_02617 strain_2|NIKFMFAN_02027
Group2476: strain_1|MBOGGBJL_02618 strain_2|NIKFMFAN_02028
Group2477: strain_1|MBOGGBJL_02619 strain_2|NIKFMFAN_02029
Group2478: strain_1|MBOGGBJL_02620 strain_2|NIKFMFAN_02030
Group2479: strain_1|MBOGGBJL_02621 strain_2|NIKFMFAN_02031
Group2480: strain_1|MBOGGBJL_02622 strain_2|NIKFMFAN_02032
Group2481: strain_1|MBOGGBJL_02623 strain_2|NIKFMFAN_02033
Group2482: strain_1|MBOGGBJL_02624 strain_2|NIKFMFAN_02034
Group2483: strain_1|MBOGGBJL_02625 strain_2|NIKFMFAN_02035
Group2484: strain_1|MBOGGBJL_02626 strain_2|NIKFMFAN_02036
Group2485: strain_1|MBOGGBJL_02627 strain_2|NIKFMFAN_02037
Group2486: strain_1|MBOGGBJL_02628 strain_2|NIKFMFAN_02038
Group2487: strain_1|MBOGGBJL_02629 strain_2|NIKFMFAN_02039
Group2488: strain_1|MBOGGBJL_02630 strain_2|NIKFMFAN_02040
Group2489: strain_1|MBOGGBJL_02631 strain_2|NIKFMFAN_02041
Group2490: strain_1|MBOGGBJL_02632 strain_2|NIKFMFAN_02042
Group2491: strain_1|MBOGGBJL_02633 strain_2|NIKFMFAN_02043
Group2492: strain_1|MBOGGBJL_02634 strain_2|NIKFMFAN_02044
Group2493: strain_1|MBOGGBJL_02635 strain_2|NIKFMFAN_02045
Group2494: strain_1|MBOGGBJL_02636 strain_2|NIKFMFAN_02046
Group2495: strain_1|MBOGGBJL_02637 strain_2|NIKFMFAN_02047
Group2496: strain_1|MBOGGBJL_02638 strain_2|NIKFMFAN_02048
Group2497: strain_1|MBOGGBJL_02639 strain_2|NIKFMFAN_02049
Group2498: strain_1|MBOGGBJL_02640 strain_2|NIKFMFAN_02050
Group2499: strain_1|MBOGGBJL_02641 strain_2|NIKFMFAN_02051
Group2500: strain_1|MBOGGBJL_02642 strain_2|NIKFMFAN_02052
Group2501: strain_1|MBOGGBJL_02643 strain_2|NIKFMFAN_02053
Group2502: strain_1|MBOGGBJL_02644 strain_2|NIKFMFAN_02054
Group2503: strain_1|MBOGGBJL_02645 strain_2|NIKFMFAN_02055
Group2504: strain_1|MBOGGBJL_02646 strain_2|NIKFMFAN_02056
Group2505: strain_1|MBOGGBJL_02647 strain_2|NIKFMFAN_02057
Group2506: strain_1|MBOGGBJL_02648 strain_2|NIKFMFAN_02058
Group2507: strain_1|MBOGGBJL_02649 strain_2|NIKFMFAN_02059
Group2508: strain_1|MBOGGBJL_02650 strain_2|NIKFMFAN_02060
Group2509: strain_1|MBOGGBJL_02651 strain_2|NIKFMFAN_02061
Group2510: strain_1|MBOGGBJL_02652 strain_2|NIKFMFAN_02062
Group2511: strain_1|MBOGGBJL_02653 strain_2|NIKFMFAN_02063
Group2512: strain_1|MBOGGBJL_02654 strain_2|NIKFMFAN_02064
Group2513: strain_1|MBOGGBJL_02655 strain_2|NIKFMFAN_02065
Group2514: strain_1|MBOGGBJL_02656 strain_2|NIKFMFAN_02066
Group2515: strain_1|MBOGGBJL_02657 strain_2|NIKFMFAN_02067
Group2516: strain_1|MBOGGBJL_02658 strain_2|NIKFMFAN_02068
Group2517: strain_1|MBOGGBJL_02659 strain_2|NIKFMFAN_02069
Group2518: strain_1|MBOGGBJL_02660 strain_2|NIKFMFAN_02070
Group2519: strain_1|MBOGGBJL_02661 strain_2|NIKFMFAN_02071
Group2520: strain_1|MBOGGBJL_02662 strain_2|NIKFMFAN_02072
Group2521: strain_1|MBOGGBJL_02663 strain_2|NIKFMFAN_02073
Group2522: strain_1|MBOGGBJL_02664 strain_2|NIKFMFAN_02074
Group2523: strain_1|MBOGGBJL_02665 strain_2|NIKFMFAN_02075
Group2524: strain_1|MBOGGBJL_02666 strain_2|NIKFMFAN_02076
Group2525: strain_1|MBOGGBJL_02667 strain_2|NIKFMFAN_02077
Group2526: strain_1|MBOGGBJL_02668 strain_2|NIKFMFAN_02078
Group2527: strain_1|MBOGGBJL_02669 strain_2|NIKFMFAN_02079
Group2528: strain_1|MBOGGBJL_02670 strain_2|NIKFMFAN_02080
Group2529: strain_1|MBOGGBJL_02671 strain_2|NIKFMFAN_02081
Group2530: strain_1|MBOGGBJL_02673 strain_2|NIKFMFAN_02083
Group2531: strain_1|MBOGGBJL_02674 strain_2|NIKFMFAN_01903
Group2532: strain_1|MBOGGBJL_02675 strain_2|NIKFMFAN_01904
Group2533: strain_1|MBOGGBJL_02676 strain_2|NIKFMFAN_01905
Group2534: strain_1|MBOGGBJL_02677 strain_2|NIKFMFAN_01906
Group2535: strain_1|MBOGGBJL_02678 strain_2|NIKFMFAN_01907
Group2536: strain_1|MBOGGBJL_02679 strain_2|NIKFMFAN_01908
Group2537: strain_1|MBOGGBJL_02681 strain_2|NIKFMFAN_01910
Group2538: strain_1|MBOGGBJL_02682 strain_2|NIKFMFAN_01911
Group2539: strain_1|MBOGGBJL_02683 strain_2|NIKFMFAN_01912
Group2540: strain_1|MBOGGBJL_02684 strain_2|NIKFMFAN_01913
Group2541: strain_1|MBOGGBJL_02685 strain_2|NIKFMFAN_01914
Group2542: strain_1|MBOGGBJL_02686 strain_2|NIKFMFAN_01915
Group2543: strain_1|MBOGGBJL_02687 strain_2|NIKFMFAN_01916
Group2544: strain_1|MBOGGBJL_02688 strain_2|NIKFMFAN_01917
Group2545: strain_1|MBOGGBJL_02689 strain_2|NIKFMFAN_01918
Group2546: strain_1|MBOGGBJL_02690 strain_2|NIKFMFAN_01919
Group2547: strain_1|MBOGGBJL_02691 strain_2|NIKFMFAN_01920
Group2548: strain_1|MBOGGBJL_02692 strain_2|NIKFMFAN_01921
Group2549: strain_1|MBOGGBJL_02693 strain_2|NIKFMFAN_01922
Group2550: strain_1|MBOGGBJL_02694 strain_2|NIKFMFAN_01923
Group2551: strain_1|MBOGGBJL_02695 strain_2|NIKFMFAN_01924
Group2552: strain_1|MBOGGBJL_02696 strain_2|NIKFMFAN_01925
Group2553: strain_1|MBOGGBJL_02697 strain_2|NIKFMFAN_01926
Group2554: strain_1|MBOGGBJL_02698 strain_2|NIKFMFAN_01927
Group2555: strain_1|MBOGGBJL_02699 strain_2|NIKFMFAN_01928
Group2556: strain_1|MBOGGBJL_02700 strain_2|NIKFMFAN_01929
Group2557: strain_1|MBOGGBJL_02701 strain_2|NIKFMFAN_01930
Group2558: strain_1|MBOGGBJL_02702 strain_2|NIKFMFAN_01931
Group2559: strain_1|MBOGGBJL_02703 strain_2|NIKFMFAN_01932
Group2560: strain_1|MBOGGBJL_02704 strain_2|NIKFMFAN_01933
Group2561: strain_1|MBOGGBJL_02705 strain_2|NIKFMFAN_01934
Group2562: strain_1|MBOGGBJL_02706 strain_2|NIKFMFAN_01935
Group2563: strain_1|MBOGGBJL_02707 strain_2|NIKFMFAN_01936
Group2564: strain_1|MBOGGBJL_02708 strain_2|NIKFMFAN_01937
Group2565: strain_1|MBOGGBJL_02709 strain_2|NIKFMFAN_01938
Group2566: strain_1|MBOGGBJL_02710 strain_2|NIKFMFAN_01939
Group2567: strain_1|MBOGGBJL_02711 strain_2|NIKFMFAN_01940
Group2568: strain_1|MBOGGBJL_02712 strain_2|NIKFMFAN_01941
Group2569: strain_1|MBOGGBJL_02713 strain_2|NIKFMFAN_01942
Group2570: strain_1|MBOGGBJL_02714 strain_2|NIKFMFAN_01943
Group2571: strain_1|MBOGGBJL_02715 strain_2|NIKFMFAN_01944
Group2572: strain_1|MBOGGBJL_02716 strain_2|NIKFMFAN_01945
Group2573: strain_1|MBOGGBJL_02717 strain_2|NIKFMFAN_01946
Group2574: strain_1|MBOGGBJL_02718 strain_2|NIKFMFAN_01947
